ID,Major_RGI_Region,Mountain_range_Region,Country,Glacier,RGI_Glacier_Id,RGI_Glacier_Area,Lake,Lake_type,Longitude,Latitude,River,Date,Date_Min,Date_Max,Mechanism,Mean_Lake_Volume_VL,Min_VL,Max_VL,VL_calculation,Mean_Flood_Volume_V0,Min_V0,Max_V0,V0_calculation,Peak_discharge_Qp,Min_Qp,Max_Qp,Qp_calculation,Impact_and_destruction,reported_impacts,economic_losses,D_buildings,D_bridges,D_roads_paths,D_railroads,D_utilities,D_flood_protection,D_environmental,resettlement,reported_fatalities,Further_comments,First_reference_found,Reference,Reference_comments,Lake_area_before,Perimeter_before,Image_date_before,Satellite_before,Scenename_before,Certainty_level_before,Lake_area_after,Perimeter_after,Image_date_after,Satellite_after,Scenename_after,Certainty_level_after,Lake_area_comments,,,,,,,,,,,,,,,,,,,,
running number (regionally),RGI region in which the GLOF occurred,Major mountain unit/range in which the GLOF was located,Source location of the GLOF,Name of the glacier that feeds the burst glacier lake,Glacier Id derived from RGI polygon,Glacier area derived from RGI polygon,Name of the outburst source lake,Material of the impounding dam,X coordinate,Y coordinate,Major river basin that captured GLOF discharge,Reported date of GLOF,Earliest possible date ,Latest possible date ,Mechanism that causes the dam to fail, Volume before outburst,Minimum reported lake volume ,Maximum reported lake volume,Method to obtain lake volumes before outburst,Total volume released during outburst,Minimum reported flood volume,Maximum reported flood volume,Method to obtain V0,Maximum discharge during outburst,Minimum reported peak discharge ,Maximum reported peak discharge ,Method to obtain Qp,Quantitative and qualitative descriptions of societal impacts from GLOFs,Reported impacts (categorized),Occurrence of economic losses,Damage to buildings,Damage to bridges,Damage to roads or paths,Damage to railroads,Damage to utilities,Damage to flood protection measures,Damage to the environment,Need for resettlement after the flood,Fatalities in consequence of the flood,Any other useful information,Year of first reference that cited the GLOF,References viewed to gather information,Comments on the reference,Lake area before outburst,Lake perimeter before outburst,Date of satellite image used for mapping,Satellite from which the image was derived,Scenename,"1 – unsure (clouds, shadows,…)",lake area after outburst,Lake perimeter before outburst,Date of satellite image used for mapping,Satellite from which the image was derived,Scenename,"1 – unsure (clouds, shadows,...)",Mapping notes and comments,,,,,,,,,,,,,,,,,,,,
,,e.g. Karakoram,e.g. Pakistan ,e.g. Baltoro Glacier,,km2,e.g. Baltoro Lake 1,"e.g ice, moraine, water pocket, bedrock, combined",XX.XX°,XX.XX°,e.g. Indus,YYYY-MM-DD,YYYY-MM-DD,YYYY-MM-DD,"(e.g. overtopping, breach, tunnelling,  englacial,…)",106 m³,106 m³,106 m³,e.g. bathymetry,106 m³,106 m³,106 m³,gaged / estmated / unknown,m³ s-1,m³ s-1,m³ s-1,gaged / estmated / unknown,,,,,,,,(e.g. water or electricity supply),(e.g. levees),(e.g. fish population),,,,,,,m² ,m,YYYY-MM_DD,,,2 – sure,m²,m,YYYY-MM_DD,,,2 – sure,,,,,,,,,,,,,,,,,,,,,
463,Southern Andes,Patagonia,Chile,Occidental,RGI60-17.05470,235.148,,ice,-74.04,-48.81,,2021,2021-04-01,2021-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,2809229,14436,2021-04-01,Planetscope,4329481_1816517_2021-04-01_1009_BGRN_SR_clip,2,0,0,2021-04-20,Planetscope,4395377_1816517_2021-04-20_2407_BGRN_SR_clip,2,,,,,,,,,,,,,,,,,,,,,
464,Southern Andes,Patagonia,Chile,Occidental,RGI60-17.05470,235.148,,ice,-74.04,-48.81,,2021,2021-10-05,2021-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,460333,4851,2021-10-05,Planetscope,4969803_1816517_2021-10-05_222f_BGRN_SR_clip,2,0,0,2021-10-30,Planetscope,5048940_1816517_2021-10-30_1058_BGRN_SR_clip,2,,,,,,,,,,,,,,,,,,,,,
465,Southern Andes,Patagonia,Chile,Occidental,RGI60-17.05470,235.148,,ice,-74.04,-48.81,,2023,2023-03-21,2023-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,3783240,16519,2023-03-21,Planetscope,6373972_1816517_2023-03-21_2430_BGREN_Analytic_clip,2,0,0,2023-03-30,Planetscope,6395115_1816517_2023-03-30_2498_BGREN_Analytic_clip,2,,,,,,,,,,,,,,,,,,,,,
466,Low Latitudes,Low-latitude Andes,Bolivia,﻿RGI60-16.00532,﻿RGI60-16.00532,"﻿0,649",,bedrock,-68.11,-16.30,,2016-07,2016-07-17,2016-07-29,overtopping,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Björn G. Wang,,4552,297,2016-07-17,Planetscope,206044_1931518_2016-07-17_0c1b_BGRN_Analytic_clip,2,4533,288,2016-07-29,Planetscope,213203_1931518_2016-07-29_0c73_BGRN_Analytic_clip,2,,,,,,,,,,,,,,,,,,,,,
467,Low Latitudes,Low-latitude Andes,Bolivia,﻿RGI60-16.00532,﻿RGI60-16.00532,"﻿0,649",,bedrock,-68.11,-16.30,,2016-09,2016-09-04,2016-09-12,overtopping,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Björn G. Wang,,5573,318,2016-09-04,Planetscope,233328_1931518_2016-09-04_0e30_BGRN_Analytic_clip,2,5300,304,2016-09-12,Planetscope,240174_1931518_2016-09-12_0c79_BGRN_Analytic_clip,2,,,,,,,,,,,,,,,,,,,,,
469,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.00928,﻿RGI60-16.00928,"﻿1,858",,moraine/bedrock,-69.41,-14.60,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Björn G. Wang,,5423,325,2015-06-13,RapidEye,1932313_2015-06-13_RE5_3A_Analytic_SR_clip,2,5225,301,2015-10-06,RapidEye,1932313_2015-10-06_RE1_3A_Analytic_SR_clip,2,,,,,,,,,,,,,,,,,,,,,
470,Southern Andes,Patagonia,Chile,Pio XI,RGI60-17.05181,1234.714,Lago Greve,moraine/bedrock,-73.80,-49.00,,2020-04,2020-04-09,2020-04-19,,,,,,3700,3500,3900,estimated - using differencing of World View 2 DEMs,,,,,,,,,,,,,,"This event activated the erosion of the bank and the bed of the stream, resulting in lakewater drainage through a deepened valley",,,,2022,"Hata, S., Sugiyama, S. & Heki, K. Abrupt drainage of Lago Greve, a large proglacial lake in Chilean Patagonia, observed by satellite in 2020. Commun Earth Environ 3, 190 (2022). https://doi.org/10.1038/s43247-022-00531-5",,202860000,,2020-04-08,Landsat 8,LC08_L1TP_232094_20200408_20200422_01_T1,2,193450000,,2020-05-05,Sentinel-2,S2B_MSIL1C_20200505T142729_N0209_R053_T18FWL_20200505T174917,2,Lake area mapped by Hata et al.,,,,,,,,,,,,,,,,,,,,
471,Southern Andes,Patagonia,Chile,RGI60-17.04043,RGI60-17.04043,4,unnamed,moraine,-73.05,-52.90,,,2015-01-23,2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,374105,,2015-01-23,Landsat 8,2015-01-23-00_00_2015-01-23-23_59_Landsat_8-9_L1_True_color_-_pansharpened,2,277090,,2016-04-05,Sentinel-2,2016-04-05-00_00_2016-04-05-23_59_Sentinel-2_L1C_False_color,2,,,,,,,,,,,,,,,,,,,,,
472,Southern Andes,Patagonia,Chile,RGI60-17.04597,RGI60-17.04597,1,unnamed,bedrock,-73.36,-51.71,,,2008-11-26,2010-08-15,overtopping,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,27825,,2008-11-26,Landsat 5,2008-11-26-00_00_2008-11-26-23_59_Landsat_4-5_TM_L2_False_color,2,19265,,2010-08-15,RapidEye 1,1815219_2010-08-15_RE1_3A_Analytic_SR_clip,2,,,,,,,,,,,,,,,,,,,,,
473,Southern Andes,Patagonia,Chile,Bernardo Glacier,RGI60-17.05738,540.83,Lago Bernardo,ice,-73.82,-48.59,,,2001-10-14,2002-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,16725638,,2001-10-14,Landsat 7,2001-10-14-00_00_2001-10-14-23_59_Landsat_7_ETM+_L2_False_color,1,,,2002-01-08,Landsat 7,2002-01-18-00_00_2002-01-18-23_59_Landsat_7_ETM+_L2_False_color,,"Heavily ice-covered before the outburst. Drainage visible, but too much ice cover to clearly identify the remaining water body",,,,,,,,,,,,,,,,,,,,
474,Southern Andes,Patagonia,Chile,Bernardo Glacier,RGI60-17.05738,540.83,Lago Bernardo,ice,-73.82,-48.59,,2003,2003-05-13,2003-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,19151176,,2003-05-13,Landsat 7,2003-05-13-00_00_2003-05-13-23_59_Landsat_7_ETM+_L2_False_color,1,,,2003-11-12,Landsat 7,2003-11-12-00_00_2003-11-12-23_59_Landsat_7_ETM+_L2_False_color,,"Heavily ice-covered before the outburst. Drainage visible, but too much ice cover to clearly identify the remaining water body",,,,,,,,,,,,,,,,,,,,
475,Southern Andes,Patagonia,Chile,Bernardo Glacier,RGI60-17.05738,540.83,Lago Bernardo,ice,-73.82,-48.59,,2004,2004-08-19,2004-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,21212507,,2004-08-19,Landsat 7,2004-08-19-00_00_2004-08-19-23_59_Landsat_7_ETM+_L2_False_color,1,,,2004-11-15,Landsat 5,2004-11-15-00_00_2004-11-15-23_59_Landsat_4-5_TM_L2_False_color,,"Heavily ice-covered before the outburst, plus stripes. Drainage visible, but too much ice cover to clearly identify the remaining water body",,,,,,,,,,,,,,,,,,,,
476,Southern Andes,Patagonia,Chile,Bernardo Glacier,RGI60-17.05738,540.83,Lago Bernardo,ice,-73.82,-48.59,,2006,2006-02-22,2006-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,21718510,,2006-02-22,Landsat 5,2006-02-22-00_00_2006-02-22-23_59_Landsat_4-5_TM_L2_False_color,2,,,2006-05-05,Landsat 7,2006-05-05-00_00_2006-05-05-23_59_Landsat_7_ETM+_L2_False_color,,"Drainage visible, but too much ice cover to clearly identify the remaining water body",,,,,,,,,,,,,,,,,,,,
477,Southern Andes,Patagonia,Chile,Bernardo Glacier,RGI60-17.05738,540.83,Lago Bernardo,ice,-73.82,-48.59,,2007,2007-09-12,2007-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,20189043,,2007-09-12,Landsat 5,2007-09-12-00_00_2007-09-12-23_59_Landsat_4-5_TM_L2_False_color,2,13608483,,2007-11-23,Landsat 7,2007-11-23-00_00_2007-11-23-23_59_Landsat_7_ETM+_L2_False_color,1,Ice-covered afterwards plus stripes,,,,,,,,,,,,,,,,,,,,
478,Southern Andes,Patagonia,Chile,Bernardo Glacier,RGI60-17.05738,540.83,Lago Bernardo,ice,-73.82,-48.59,,2009,2009-01-12,2009-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,20453942,,2009-01-12,Landsat 7,2009-01-12-00_00_2009-01-12-23_59_Landsat_7_ETM+_L2_False_color,2,11487024,,2009-04-18,Landsat 7,2009-04-18-00_00_2009-04-18-23_59_Landsat_7_ETM+_L2_False_color,1,Ice-covered afterwards plus stripes,,,,,,,,,,,,,,,,,,,,
479,Southern Andes,Patagonia,Chile,Bernardo Glacier,RGI60-17.05738,540.83,Lago Bernardo,ice,-73.82,-48.59,,2011,2011-02-19,2011-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,21879645,,2011-02-19,RapidEye 3,1816618_2011-02-19_RE3_3A_Analytic_SR_clip,2,16773995,16773995,2011-08-30,Landsat 7,LC08_232094_20191015,1,Ice-covered and clouds afterwards plus stripes,,,,,,,,,,,,,,,,,,,,
480,Southern Andes,Patagonia,Chile,Bernardo Glacier,RGI60-17.05738,540.83,Lago Bernardo,ice,-73.82,-48.59,,2013,2013-04-22,2013-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,23194080,,2013-04-22,Landsat 7,2013-04-22-00_00_2013-04-22-23_59_Landsat_7_ETM+_L2_False_color,2,7997545,,2013-05-28,RapidEye 3,1816618_2013-05-28_RE3_3A_Analytic_SR_clip,2,,,,,,,,,,,,,,,,,,,,,
481,Southern Andes,Patagonia,Chile,Bernardo Glacier,RGI60-17.05738,540.83,Lago Bernardo,ice,-73.82,-48.59,,2015,2015-04-27,2015-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,24828731,,2015-04-27,Landsat 8,2015-04-27-00_00_2015-04-27-23_59_Landsat_8-9_L1_True_color_-_pansharpened,2,11019178,,2015-08-01,Landsat 8,2015-08-01-00_00_2015-08-01-23_59_Landsat_8-9_L1_True_color_-_pansharpened,1,Ice-covered and clouds afterwards,,,,,,,,,,,,,,,,,,,,
482,Southern Andes,Patagonia,Chile,Bernardo Glacier,RGI60-17.05738,540.83,Lago Bernardo,ice,-73.82,-48.59,,2017,2017-02-04,2017-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,22080407,,2017-02-04,Landsat 8,2017-02-04-00_00_2017-02-04-23_59_Landsat_8-9_L1_True_color_-_pansharpened,2,12946116,,2017-03-15,Planetscope,435248_1816618_2017-03-15_1018_BGRN_SR_clip,2,,,,,,,,,,,,,,,,,,,,,
483,Southern Andes,Patagonia,Chile,Bernardo Glacier,RGI60-17.05738,540.83,Lago Bernardo,ice,-73.82,-48.59,,2018-05,2018-05-16,2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,22799757,,2018-05-16,Planetscope,1431469_1816618_2018-05-16_0f3d_BGRN_SR_clip,2,7967829,,2018-06-01,Planetscope,1472380_1816618_2018-06-01_0f21_BGRN_SR_clip,2,,,,,,,,,,,,,,,,,,,,,
484,Southern Andes,Patagonia,Chile,Bernardo Glacier,RGI60-17.05738,540.83,Lago Bernardo,ice,-73.82,-48.59,,2019-10,2019-09-26,2019-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,"Pablo Iribarren Anacona, pers. comm.",,19656590,,2019-09-26,Planetscope,2706268_1816618_2019-09-26_0f4e_BGRN_SR_clip,2,8342745,,2019-10-14,Planetscope,2750163_1816618_2019-10-14_0f31_BGRN_SR_clip,2,,,,,,,,,,,,,,,,,,,,,
485,Southern Andes,Patagonia,Chile,Bernardo Glacier,RGI60-17.05738,540.83,Lago Bernardo,ice,-73.82,-48.59,,2020,2020-05-31,2020-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,19789146,,2020-05-31,Planetscope,3445779_1816618_2020-05-31_0f4e_BGRN_SR_clip,1,7853600,,2020-06-28,Planetscope,3524185_1816618_2020-06-28_1026_BGRN_SR_clip,2,Before image is a bit cloudy,,,,,,,,,,,,,,,,,,,,
486,Southern Andes,Patagonia,Chile,Bernardo Glacier,RGI60-17.05738,540.83,Lago Bernardo,ice,-73.82,-48.59,,2021-05,2021-05-06,2021-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,19576138,,2021-05-06,Planetscope,4449702_1816618_2021-05-06_2448_RGB_Visual_clip,2,7503819,,2021-05-21,Planetscope,20210521_151025_76_1064_3B_AnalyticMS_SR_clip,2,,,,,,,,,,,,,,,,,,,,,
487,Southern Andes,Patagonia,Chile,Bernardo Glacier,RGI60-17.05738,540.83,Lago Bernardo,ice,-73.82,-48.59,,2022,2022-02-23,2022-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,17620482,,2022-02-23,Planetscope,5425701_1816618_2022-02-23_105e_BGRN_SR_clip,2,7124168,,2022-03-12,Planetscope,5480245_1816618_2022-03-12_1012_BGRN_SR_clip,2,,,,,,,,,,,,,,,,,,,,,
488,Southern Andes,Patagonia,Chile,Bernardo Glacier,RGI60-17.05738,540.83,Lago Bernardo,ice,-73.82,-48.59,,2023,2022-12-25,2023-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,15775141,,2022-12-25,Planetscope,6167769_1816618_2022-12-25_24a4_BGREN_Analytic_clip,2,10054420,,2023-01-19,Planetscope,20230119_142440_11_24a3_3B_AnalyticMS_SR_clip,2,,,,,,,,,,,,,,,,,,,,,
489,Southern Andes,Patagonia,Chile,Acodado,RGI60-17.15898,269,Acodado tributary lake 1,ice,-73.88,-47.32,,,1998-11-06,1999-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,1865577,,1998-11-06,Landsat 5,1998-11-06-00_00_1998-11-06-23_59_Landsat_4-5_TM_L2_False_color,2,1129040,,1999-02-10,Landsat 5,1999-02-10-00_00_1999-02-10-23_59_Landsat_4-5_TM_L2_False_color,1,Mountain shadows in after image,,,,,,,,,,,,,,,,,,,,
490,Southern Andes,Patagonia,Chile,Acodado,RGI60-17.15898,269,Acodado tributary lake 1,ice,-73.88,-47.32,,2000,2000-03-08,2000-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,1752379,,2000-03-08,Landsat 7,2000-03-08-00_00_2000-03-08-23_59_Landsat_7_ETM+_L2_False_color,2,1216448,,2000-10-02,Landsat 7,2000-10-02-00_00_2000-10-02-23_59_Landsat_7_ETM+_L2_False_color,1,Mountain shadows in after image,,,,,,,,,,,,,,,,,,,,
491,Southern Andes,Patagonia,Chile,Acodado,RGI60-17.15898,269,Acodado tributary lake 1,ice,-73.88,-47.32,,,2010-08-13,2011-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Georg Veh,,994088,,2010-08-13,RapidEye 3,1817218_2010-08-13_RE3_3A_Analytic_SR_clip,2,347087,,2011-01-05,RapidEye 1,1817218_2011-01-05_RE1_3A_Analytic_SR_clip,2,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
